Date,Max_temp
2021-01-03,33.1
2021-01-04,33.2
2021-01-05,34.1
2021-01-06,35.3
2021-01-07,33.0
2021-01-08,33.4
2021-01-09,35.9
2021-01-10,35.3
2021-01-11,35.8
2021-01-12,35.8
2021-01-13,35.9
2021-01-14,35.3
2021-01-15,35.2
2021-01-16,35.4
2021-01-17,35.6
2021-01-18,35.5
2021-01-19,35.9
2021-01-20,35.8
2021-01-21,35.7
2021-01-22,36.2
2021-01-23,35.8
2021-01-24,35.9
2021-01-25,36.1
2021-01-26,35.7
2021-01-27,35.8
2021-01-28,36.0
2021-01-29,35.0
2021-01-30,35.5
2021-01-31,35.4
2021-02-21,35.6
2021-03-01,39.7
2021-03-02,37.4
2021-03-03,38.2
2021-03-04,38.8
2021-03-05,38.2
2021-03-06,38.9
2021-03-07,37.9
2021-03-08,39.5
2021-03-09,37.9
2021-03-10,37.1
2021-03-11,37.2
2021-03-12,37.6
2021-03-13,37.4
2021-03-14,38.2
2021-03-15,38.7
2021-03-16,37.1
2021-03-17,37.2
2021-03-18,37.6
2021-03-19,37.3
2021-03-20,36.3
2021-03-21,38.7
2021-03-22,38.2
2021-03-23,37.9
2021-03-24,38.7
2021-03-25,39.1
2021-03-26,39.2
2021-03-27,38.9
2021-03-28,39.2
2021-03-29,39.5
2021-03-30,39.7
2021-03-31,40.6
2021-04-01,43.1
2021-04-02,43.1
2021-04-03,42.8
2021-04-04,40.6
2021-04-05,40.0
2021-04-06,39.6
2021-04-07,39.7
2021-04-08,39.8
2021-04-09,40.0
2021-04-10,38.8
2021-04-11,38.7
2021-04-12,39.9
2021-04-13,39.8
2021-04-14,40.0
2021-04-15,37.0
2021-04-16,38.8
2021-04-17,39.9
2021-04-18,40.8
2021-04-19,40.9
2021-04-20,42.4
2021-04-21,40.6
2021-04-22,40.3
2021-04-23,39.9
2021-04-24,39.5
2021-04-25,41.2
2021-04-26,41.4
2021-04-27,40.3
2021-04-28,42.6
2021-04-29,41.8
2021-04-30,40.2
2021-05-01,39.9
2021-05-02,39.3
2021-05-03,40.0
2021-05-04,39.9
2021-05-05,40.4
2021-05-06,41.8
2021-05-07,40.4
2021-05-08,40.8
2021-05-09,40.9
2021-05-10,40.9
2021-05-11,41.6
2021-05-12,42.2
2021-05-13,40.0
2021-05-14,41.5
2021-05-15,40.0
2021-05-16,39.4
2021-05-17,34.8
2021-05-18,39.1
2021-05-19,40.4
2021-05-20,40.7
2021-05-21,39.5
2021-05-22,40.0
2021-05-23,38.9
2021-05-24,41.3
2021-05-25,40.2
2021-05-26,39.6
2021-05-27,43.1
2021-05-28,42.5
2021-05-29,41.5
2021-05-30,43.1
2021-05-31,42.4
2021-06-01,42.3
2021-06-02,42.2
2021-06-03,41.2
2021-06-04,32.3
2021-06-05,38.0
2021-06-06,38.7
2021-06-07,39.8
2021-06-08,40.5
2021-06-09,40.7
2021-06-10,35.8
2021-06-11,36.5
2021-06-12,33.9
2021-06-13,35.1
2021-06-14,35.1
2021-06-15,33.7
2021-06-16,35.5
2021-06-17,35.3
2021-06-18,35.0
2021-06-19,34.9
2021-06-20,36.1
2021-06-21,37.4
2021-06-22,38.7
2021-06-23,37.9
2021-06-24,34.7
2021-06-25,35.3
2021-06-26,37.4
2021-06-27,36.1
2021-06-28,35.3
2021-06-29,37.1
2021-06-30,39.1
2021-07-01,39.1
2021-07-02,33.8
2021-07-03,31.1
2021-07-04,36.8
2021-07-05,38.9
2021-07-06,37.4
2021-07-07,38.7
2021-07-08,39.0
2021-07-09,33.6
2021-07-10,34.1
2021-07-11,34.8
2021-07-12,32.2
2021-07-13,33.0
2021-07-14,32.3
2021-07-15,32.3
2021-07-16,33.9
2021-07-17,34.1
2021-07-18,37.3
2021-07-19,34.8
2021-07-20,35.9
2021-07-21,34.3
2021-07-22,28.0
2021-07-23,27.7
2021-07-24,34.6
2021-07-25,34.9
2021-07-26,36.0
2021-07-27,35.3
2021-07-28,34.8
2021-07-29,34.8
2021-07-30,33.8
2021-07-31,34.6
2021-08-01,34.1
2021-08-02,34.9
2021-08-03,36.2
2021-08-04,36.3
2021-08-05,37.1
2021-08-06,36.6
2021-08-07,37.2
2021-08-08,37.9
2021-08-09,39.6
2021-08-10,38.0
2021-08-11,35.3
2021-08-12,37.1
2021-08-13,37.3
2021-08-14,34.6
2021-08-15,34.5
2021-08-16,34.6
2021-08-17,32.0
